Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Blinding Lights,Blinding Lights,The Weeknd,11/29/2019,USUG11904206,56,194,4281468720,"590,392","165,544,011",83,833807130,10093211,2882064,337322563,3501177394,"2,258,085,924",859,"1,695,240","1,116",564,"11,701,129",184,"489,299,762","319,634","28,659,471","28,994,660",,0
Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208791,57,192.3,1337619917,"228,295","64,806,723",80,193982443,2023998,423714,148085419,1268862678,"444,033,037",152,"952,186",34,58,"2,134,791",66,"77,382,416","28,694",,"6,205,060",,1
Dona Felicidade,Dona Felicidade,Patati Patat�,6/4/2024,QZNJW2423715,58,190,,2,"41,206",,52480069,82092,,,,,,,,1,"1,657",,,,,,,0
Danza Kuduro - Cover,YOUGAKU MORIMORI CLUB MEDLEY,MUSIC LAB JPN,4/29/2024,TCJPA2420090,59,190,1655575417,1,3,,,,,,,,,,,,,,,,,,,1
Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,9/22/2022,GBUM72205415,60,189.1,1556275789,"210,583","95,974,138",74,254051906,3364206,2379787,683088623,7945975878,"1,524,133,775",203,"718,849",117,63,"1,616,564",167,"111,398,743","71,335","10,424,892","10,192,485",,0
Stereo Love - Melodic,Stereo Love Deluxe (feat. Vika Jigulina),Edward Maya,6/5/2024,ROCMA2413380,61,187.9,,2,135,9,,,,,,,,,,,,,"420,235,997","885,123",,,,0
Very Cute Melody by Marimba Tone (39813),Very Cute Melody by Marimba Tone (39813),mitsu sound,12/31/2023,RUA1H2406425,62,186.5,1384,2,801,,222076,5430,5013500,605320683,8811416708,,,,,,,,,,,,,0
Supernova,Supernova,aespa,5/13/2024,KRA302400090,63,186.1,69729033,"2,483","21,046,278",81,111310770,1724693,56600,61038623,393973528,"32,059,104",40,709,13,7,"544,322",14,"45,515",100,"255,951","63,283",,0
Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214877,64,184.8,1811990630,"173,358","67,603,671",79,1516863120,8870768,4506600,549886060,6470937272,"934,894,575",124,"77,120",327,44,"14,871,714",63,"111,324,744","39,123",,"3,393,920",,1
Back That Azz Up (feat. Lil Wayne & Mannie Fresh),400 Degreez (Deluxe Edition),JUVENILE,3/29/2024,USCM52400059,65,181.4,199929812,4,98,,,,,,,,1,,,,,,"390,345,308","399,793",,,,1
Calm Down,Calm Down,Rema,2/10/2022,NGA3B2214004,66,180.1,584427088,"182,994","19,203,258",68,1141904909,8766235,6129450,856216952,18216656774,"2,952,879,912",138,"191,634",759,53,"3,481,756",45,"98,290,873","46,039","14,668,216","22,563,407",,0
CARNIVAL,CARNIVAL,��$,2/8/2024,QZ7XS2400012,67,179.6,466887055,"53,842","103,935,623",84,27688666,449112,,,,"33,817,299",42,"53,333",,11,"199,915",29,"1,359,484","11,303","11,703,609","1,982,000",,1
Kill Bill,SOS,SZA,12/8/2022,USRC12204584,68,177.7,1873746537,"190,202","99,546,318",82,220538045,3153793,266430,152410048,1284413960,"426,461,749",214,"655,242","5,448",73,"1,304,067",122,"57,350,590","61,270","16,992,932","4,873,832",,0
"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? (From The Motion Picture ""Barbie"")",Billie Eilish,7/13/2023,USUM72307484,69,177.6,891720245,"114,560","97,542,546",82,144741616,2761964,1443103,498822693,3998086216,"1,384,310,160",168,"275,119",68,108,"10,920,686",111,"39,374,594","19,921","5,418,596","4,476,509",,0
Babba,Black Book ID's: Chapter 5 - EP,Guy Mac,3/3/2023,QZA742305720,70,176.2,46567,252,"21,930",6,2038459981,6076902,,,,,2,29,,,,,"1,456",,,903,,0
Heat Waves,Heat Waves,Glass Animals,6/29/2020,GBUM72000433,71,175,2996181078,"486,278","112,416,489",82,1272898075,14947520,1416295,513334446,5518429969,"4,899,313,022",459,"1,414,326","1,434",170,"11,862,378",95,"122,247,640","160,431",,"17,848,778",,0
In the End,Papercuts,Linkin Park,4/12/2024,USWB11201322,72,174.8,2045512421,97,"488,602",,,,,,,,,,,,,2,,,,,,0
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,1/11/2023,UYB282301031,73,174.3,946941510,"100,130","74,836,321",74,776436101,12951756,4210895,797017650,11936401096,"457,987,382",110,"165,670",180,106,"4,971,379",92,"48,806,666","10,225",,"2,237,762",,0
The Way We Move - Extended Mix,The Way We Move,PowerDress,3/10/2023,UKACT2330463,74,173.6,7909,38,"15,023",4,1999374091,5708577,,,,,,59,,,,,,,,"1,412",,0
Old Town Road,Old Town Road,Lil Nas X,3/14/2019,USSM11901941,75,170.3,1010494713,"127,393","18,652,312",67,3203314695,41487213,5757883,187301054,1981431049,"939,714,925",63,"49,780","2,195",64,"397,418",100,"181,784,010","2,022,074","106,880,548","8,856,633",,0
un x100to,un x100to,Grupo Frontera,4/17/2023,QM6N22311285,76,170.2,1008495696,"99,381","57,394,938",75,878892413,4425283,796603,127651887,1669065906,"1,522,934,425",101,"73,481",225,42,"5,734,172",81,"55,857,743","15,528",,"2,283,747",,0
Laxed ��� Sire,Laxed (Siren Beat),Jawsh 685,4/24/2020,NZAM02001128,77,168.9,,"10,230","1,142,937",,12489728,339414,42900000,919945708,12221514692,,,,,,,,"5,678,792",,,,,0
Sprinter,Sprinter - Single,Dave,6/1/2023,GBUM72305159,78,168.1,692512930,"199,828","55,464,762",78,219666692,2332307,731797,130560533,1254944697,"918,145,630",155,"42,082",36,41,"1,790,031",76,"411,656","3,414","12,405,917","3,093,667",,1
CHIHIRO,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401988,79,167.8,169410711,"11,028","144,854,768",90,19402457,997411,284,,,"260,377,114",185,"1,008",,53,"20,737,850",59,"521,322",698,"1,680,434","388,625",,0
TQG,TQG,KAROL G,2/23/2023,USUM72222541,80,167.8,1024381758,"78,554","69,319,589",78,1102289596,8953293,457111,15048444,248168852,"1,174,053,183",138,"149,584",38,84,"8,850,320",131,"68,022,934","16,511","164,895","3,488,226",,1
Perfect,�� (Deluxe),Ed Sheeran,3/3/2017,GBAHS1700024,81,167.5,2969999682,"280,165","116,921,604",81,6473698897,39632673,6642975,601244764,7647479866,"1,708,317,539",208,"263,386",129,343,"1,242,581",102,"617,483,078","595,052",,,,0
Pepas,Pepas,Farruko,6/24/2021,USSD12100307,82,167.3,1500499584,"359,502","125,112,486",74,1431591689,11553088,2866181,290811371,4067248819,"782,475,986",258,"240,677",438,137,"4,015,523",102,"120,046,948","89,582","6,227","17,210,946",,1
Peekaboo,Glide - Single,Dave Angel,1/27/2023,GBLTF2300027,83,167.2,8082,63,"32,758",,2055940513,4150967,,,,,1,13,,,,,,,,442,,0
Ella Baila Sola,Ella Baila Sola,Eslabon Armado,3/16/2023,USE7D2300007,84,166.5,1215336974,"129,463","39,814,172",74,701880622,3831236,5416,550073,15373104,"546,259,059",83,"40,153",227,24,"4,946,338",61,"84,378,219","53,890","17,115,523","3,435,177",,0
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,5/25/2023,USAT22305457,85,166.2,860026452,"74,769","139,913,794",80,173044031,1640319,175536,90924917,1227837850,"1,205,266,954",7,"759,185","1,100",82,"4,067,956",,"64,567,514","22,064","1,843,883","3,199,636",,0
La Bebe - Remix,La Bebe (Remix),Yng Lvcas,3/17/2023,MXF152300159,86,164.9,1032225805,"94,887","74,469,479",79,920878032,3118229,1031612,116003972,2416141351,"1,690,231,413",83,"57,941",177,42,"3,360,878",48,"55,410,702","27,415","230,579","2,635,577",,1
redrum,american dream,21 Savage,1/12/2024,USSM12309164,87,164.8,428233003,"57,311","144,298,748",,105148629,1762297,87200,6732800,43993800,"977,638,660",74,"102,457",56,48,"4,037,475",60,"16,802,867","11,821",,"2,490,071",,1
Easy On Me,Easy On Me,Adele,10/14/2021,USSM12105970,88,163.2,1720918065,"209,635","93,875,458",73,1194846205,13561925,1912194,733101955,7860224413,"6,353,555,150",325,"774,277","1,316",257,"5,323,750",100,"203,324,731","126,594",,"7,569,155",,0
Tit�� Me Pregu,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214878,89,163.1,1514239759,"190,692","77,283,361",77,1366181141,9358441,1769068,475656543,5249863696,"488,048,337",150,"145,640",920,44,"5,591,928",108,"69,095,169","81,914",,"5,133,847",,1
All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,5/12/2023,USQX92302957,90,162,333202114,"108,322","41,018,697",68,203487345,2084532,928132,63253779,748253884,"735,908,540",148,"346,411",146,30,"1,277,729",60,"90,114,807","46,789","16,620,102","4,207,535",,1
Anti-Hero,Midnights,Taylor Swift,10/21/2022,USUG12205736,91,161.8,1563224246,"117,005","97,456,780",80,203259285,3482508,1302967,376660493,3864505972,"724,976,542",261,"1,034,319","1,088",74,"4,457,357",150,"92,338,994","45,974",,"4,703,179",,0
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,7/6/2022,UYB282201028,92,161.7,1692951462,"209,490","88,591,675",78,1132539234,8795731,1212100,196608777,2054826154,"56,677,146",99,"138,254",37,58,"5,211,955",65,"18,052,815","5,213","4,099,686","6,836,893",,0
Magnetic,SUPER REAL ME,ILLIT,3/25/2024,USA2P2413259,93,161,255076355,"11,500","90,584,540",86,202206901,2596912,,57656713,506476590,"273,521,596",67,"4,716",137,9,"423,666",44,"220,481","1,207","556,784","659,825",,0
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,7/28/2023,USSD12300307,94,158.2,275349653,"37,806","22,826,643",70,347506860,1553295,4349700,321239621,4767676439,"2,676,837,761",19,"23,875",96,37,"3,780,737",29,"5,101,044","5,276",,"1,245,874",,1
La Diabla,La Diabla - Single,Xavi,12/2/2023,USA2P2357356,95,155.9,649404552,"27,544","47,789,063",83,433839212,2750086,,414833,10603563,"1,795,939,912",29,"16,287",462,34,"16,509,806",26,"22,603,598","29,401",,"1,380,069",,0
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2/3/2023,GBAYE2300015,96,153.6,851085705,"129,047","50,996,176",70,211810152,2461166,3502547,955272568,8781020473,"806,434,641",162,"223,173","6,243",65,"8,655,684",130,"10,207,007","36,847","13,896,129","2,580,691",,1
Snooze,SOS,SZA,12/9/2022,USRC12204591,97,153.3,1013350808,"108,036","86,470,319",84,390677417,2521214,402338,97819766,887803828,"560,893,301",154,"559,589",513,60,"2,707,900",61,"74,611,167","85,113","17,702,595","3,129,609",,1
BELLAKEO,BELLAKEO,Peso Pluma,12/7/2023,QMFMF2388143,98,153.1,359803580,"26,065","79,152,427",86,369321334,1839225,720800,74164945,874056250,"4,123,457,278",40,"16,952",69,63,"18,139,662",51,"20,058,510","7,289",,"1,002,835",,1
Agora Hills,Scarlet,Doja Cat,9/22/2023,USRC12301954,99,152.8,509653100,"66,219","67,521,533",,48045203,986278,328562,88846508,544437406,"1,561,456,615",80,"400,206",14,78,"9,341,155",39,"23,110,274","19,559",,"4,295,361",,1
Prada,Prada,cass�,8/11/2023,GBCEN2300147,100,152.5,609699748,"128,498","160,755,092",83,47611547,418343,283600,96934486,1090501901,"113,545,664",129,"123,242","1,570",167,"15,480,679",100,"1,210,830","1,073","25,956,265",,,1
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,5/2/2024,GXD7G2413058,101,152.3,5157486,470,"2,924,720",,1278618,27849,1100000,261000,3900000,,3,,,2,"39,366",,,,,"47,658",,0
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/2023,USAR12300323,102,152.1,242070373,"37,170","74,130,983",76,22907992,261664,2553106,312997953,3832221658,"15,593,731",106,"370,635","5,999",69,"1,792,014",79,"84,425,715","30,713","670,026","2,219,984",,0
MONACO,nadie sabe lo que va a pasar ma��,Bad Bunny,10/13/2023,QMFME2364182,103,150.7,478150858,"73,306","51,842,133",78,113379734,1312763,1700998,182319546,2111289492,"90,954,700",78,"35,330",39,56,"15,784,760",53,"17,823,388","12,664","4,374,049","2,255,465",,1
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,4/24/2020,USSM12002399,104,150.5,61382407,"7,240","1,708,319",43,9977490,201210,37726462,9239474,147837262,,15,"10,152",,5,"59,317",1,,,,"3,819,161",,0
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,6/15/2023,GBBKS2300080,105,150.4,460156070,"163,449","127,827,271",77,8183226,98257,530103,65920648,1032799567,"56,004,473",,"195,140",,102,"3,034,022",111,"1,132,923","1,312","9,451,176","9,279,625",,0
Training Season,Training Season,Dua Lipa,2/15/2024,GBAHT2301078,106,148.9,251153869,"16,811","92,985,554",76,66691067,961957,102884,34572688,431390500,"2,120,552,147",162,"180,711",57,127,"33,540,073",116,"10,305,245","3,796","776,717","2,047,771",,0
Type Shit,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402033,107,148.1,205206688,"28,064","84,737,651",84,39453253,672789,,,,"232,440,923",99,"3,432",45,41,"2,943,724",47,"5,897,303","4,527","7,571,301","900,933",,1
Armageddon,Armageddon - The 1st Album,aespa,5/27/2024,KRA302400093,108,147.4,32942304,"1,262","26,204,483",74,57861795,1257935,,,,"29,510,774",37,290,6,5,"530,831",33,"21,869",48,"139,164","29,736",,0
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/2019,USAT21906978,109,146.6,1911559785,"317,345","87,765,033",78,441257231,4829633,4930490,561201008,4574447121,"2,077,511",255,"296,948",181,138,"555,650",28,"295,741,432","633,414","168,458,097","11,988,760",,1
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,7/23/2021,USSM12104539,110,145.3,2014959725,"354,831","87,942,438",70,1003346208,16856186,1750366,915814897,9558947943,"3,191,316,960",360,"245,228",925,109,"3,242,122",74,"75,167,268","96,430",,"12,693,846",,1
Pedro,Pedro - Single,Jaxomy,3/29/2024,DEE862400427,111,144.6,168145583,"27,654","159,737,263",85,35008949,717214,,,,"39,149,568",107,"4,448",,158,"16,345,999",54,"39,577",482,"3,634,381","2,408,838",,0
Fast Car,Gettin' Old,Luke Combs,3/24/2023,US6XF2200436,112,144.5,518988585,"73,116","58,391,498",80,107703759,768813,354036,74258021,924204888,"103,658,014",117,"673,629",59,67,"8,306,302",104,"184,924,061","88,890","728,039","3,108,167",,0
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,1/7/2024,JPU902305042,113,144,247399972,"22,222","13,870,528",80,389540239,4392933,,22950364,296522040,"1,041,035,733",53,807,,18,"357,941",17,"537,267","1,928",,"1,069,500",,0
Aesthetic,Aesthetic,Tollan Kim,3/4/2022,SGB502208576,114,144,5712985,"2,311","535,908",44,3120073,56276,20114495,2452502310,33870791454,,4,22,,4,"1,397",1,"21,564",81,,"249,823",,0
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,10/18/2018,USUM71814888,116,143.9,3358704125,"392,082","123,917,182",79,2763188773,19410390,2714134,178829434,1597453878,"484,189,798",351,"273,683",,86,"809,352",99,"546,367,356","906,813",,"1,569,935",,0
Hands,Hands,Dian�,8/1/2022,GBKPL2205333,115,143.9,126914,8,212,1,2435813922,7208467,33,188,6415,"26,630,093",,658,,,,,,,,295,,0
Saturn,Saturn - Single,SZA,2/24/2024,USRC12400216,117,142.8,343090427,"21,104","154,253,718",87,38173339,349660,,,,"196,380,893",120,"158,378",360,103,"10,995,523",87,"11,441,987","7,496","166,254","745,798",,0
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,6/4/2024,BXT622400190,118,142.4,,,,,39323383,44223,,,,,,,,,,,,,,,,0
Believer,Believer,Imagine Dragons,1/31/2017,USUM71700626,119,142.2,3006226762,"335,880","89,243,475",81,4495059988,42240881,5745117,453132709,5876458723,"276,194,776",226,"253,782",388,118,"1,138,425",71,"614,578,695","844,301","2,943,611","21,306,706",,0
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,4/27/2022,USSM12203789,120,141,787155930,"183,850","58,397,185",77,357772653,2590835,931660,95662104,836550889,"3,934,416,606",150,"463,665","1,308",32,"399,388",69,"182,315,884","53,326","48,937,045","3,534,164",,1
I KNOW ?,UTOPIA,Travis Scott,7/28/2023,USSM12305012,121,139.5,532605345,"128,534","31,725,858",81,97958347,1237197,322900,108595670,947194801,"259,363,238",46,"107,637",57,33,"1,423,258",40,"6,334,599","8,712","12,785,993","1,861,958",,1
ANDO,ANDO,Jere Klein,9/27/2023,QMDA72363047,122,139,292789738,"28,591","30,905,957",72,406307035,809942,1900606,68341852,872862858,"1,969,191,415",11,"1,754",,15,"8,391,160",1,"764,473","5,168",,"1,195,337",,1
First Class,First Class,Jack Harlow,4/8/2022,USAT22203024,123,138.6,818858244,"223,609","49,586,777",71,231229581,2756840,1610614,624748318,6890780336,"3,849,170,813",148,"666,615","4,406",37,"759,989",77,"117,451,442","40,907","24,111,168","4,244,972",,1
FE!N,UTOPIA,Travis Scott,7/28/2023,USSM12305010,124,137.8,659010786,"129,923","93,969,186",86,125203447,1990342,22100,13787343,107398826,"244,390,161",87,"37,314",361,46,"2,137,898",38,"3,029,375","6,510","14,942,955","1,839,283",,1
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,3/3/2023,USUG12301493,125,137.7,3913988,545,"1,054,122",40,1577017938,9304666,,,,"2,651,764,724",,25,,,,,"5,260",,,,,1
Losing Interest - Original Mix,Losing Interest (Original),Goovex,6/10/2024,CA5KR2465999,126,136.4,126247886,5,"5,973",1,,,,,,,,,,,,,,,,,,0
I Ain't Worried,"I Ain���t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,5/13/2022,USUM72206227,127,136.2,1607421145,"212,406","160,444,270",83,409785349,3326477,247865,155593087,1825552705,"2,563,240,162",267,"523,907","3,418",111,"4,754,372",75,"152,770,142","49,622",,"9,091,826",,0
MI EX TEN��A RA,MA��ANA SER�� BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305253,128,136.2,438796949,"23,959","34,805,394",78,509727241,2202866,1223804,46080266,782582119,"1,337,889,706",56,"60,758",959,29,"3,457,921",38,"38,214,505","9,932","62,622","865,444",,0
Drained of Color,Drained of Color,Exhumed,8/30/2022,US2642250302,129,134,158627,635,"18,765",16,2156140830,,9,422,4484,"1,318,392",,29,,,,,"1,132",,,208,,0
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,7/24/2020,USQX92003025,130,133,1867736006,"302,486","82,611,625",76,747126783,10795292,2467227,160756733,1768836179,"2,069,527,154",329,"931,316","1,897",273,"3,821,598",85,"240,562,062","131,540","40,756,476","10,228,436",,1
Dynamite,Dynamite,BTS,8/21/2020,QM7282022872,131,132.3,1872577908,"144,619","51,186,002",74,2638957320,62311179,3098499,662794945,5063720138,"2,199,001,119",323,"351,169",198,355,"1,888,088",98,,,,"7,896,781",,0
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,12/10/2023,GXBAV2381801,132,130.7,8327,3,8,,,,4200000,3646489,73318253,,,,,,,,,,,522,,0
Someone You Loved,Breach,Lewis Capaldi,11/8/2018,DEUM71807062,133,129.7,3427498835,"338,763","160,553,919",82,2153701892,20891433,1940473,212007614,2161032034,"2,333,853,734",408,"600,211",381,502,"4,834,088",110,"427,212,257","357,540",,"29,266,297",,0
Acr��s,Acr��stico - Si,Shakira,5/11/2023,USQX92302824,134,129.6,230849195,"23,091","12,233,221",64,363082908,5135848,4897595,104580759,1551501289,"150,614,267",49,"24,103",214,25,"319,914",33,"23,525,446","4,705",,"623,446",,0
Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,USSM12204574,135,129.5,720720922,"74,295","89,509,926",77,221078988,2557839,4687520,1252326407,15247253457,"718,932,832",108,"412,680","5,869",43,"1,491,347",59,"81,828,913","36,462",,"3,086,624",,0
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,6/22/2023,QZMEQ2306756,136,129.4,1378494,351,"43,395",34,1022331,22739,7702832,90289248,1272592848,,,,,,,,,,,"50,550",,0
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,5/29/2024,INS182401602,137,129.1,2827545,62,"1,433,870",,54330074,801621,,,,,,,,,,10,,,,"5,620",,0
vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12304091,138,128.9,998964097,"90,793","87,801,398",18,113450524,2108657,394640,152624014,1448207880,"1,111,017,294",173,"161,513",93,61,"5,239,925",128,"28,318,435","67,590","4,296,515","4,872,257",,1
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milion��,3/1/2024,BCAEW2400001,139,128.5,37157630,"2,052","30,387,641",74,63418833,427441,1600000,853176,8850449,"149,589,609",11,190,,32,"8,460,458",11,,,,"42,895",,0
Back,Back,LOLA,8/3/2022,UKQNV2100272,140,128,48428,92,"15,747",3,2123978358,5670850,111,102828,735317,,,46,,,,,,,,,,0
People,People - Single,Libianca,12/5/2022,QZTB52268087,141,127.8,631955547,"121,823","45,030,006",74,305998382,2647341,3168854,243797561,3233505931,"704,906,130",145,"122,781",202,74,"1,217,657",54,"9,017,480","11,289","8,026,553","6,121,126",,1
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,1/5/2024,ATR981312465,142,127.4,,1,47,,,,3528100,37591836,688302023,,,,,,,,,,,,,1
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,3/17/2024,TCAIA2495220,143,127.3,94635338,"10,537","11,716,074",,944314,17943,1300000,182937084,1542242100,,13,,2,,,8,"684,557","1,079",,"1,597,467",,1
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,4/5/2024,UKWLG2400013,144,126.9,114574238,"10,564","180,987,712",84,9134225,124326,299000,4419373,79796400,"3,117,914",87,"86,814",159,128,"35,099,280",133,"4,503,872",442,"422,718",,,0
Abc,Abc,J Ross,2/14/2023,CLLU22300585,145,126.6,31867,5,"5,100",1,1538564650,2066653,,,,,,174,,,,,,,,"1,178",,0
La Bachata,La Bachata,Manuel Turizo,5/26/2022,QZDYA1800087,146,126.2,1721045197,"156,941","97,122,096",81,798827877,3379928,1614275,209367923,2596777974,"420,585,933",142,"152,522","1,161",97,"8,709,032",133,"47,203,290","19,769",,"4,817,885",,0
���������������������,���������������������,FLI:P,4/7/2023,FRX282306294,147,125.4,8028757,"1,972","488,653",44,48533758,399664,8800000,256186613,3985974550,"6,879,573",1,373,,,,,,,,"220,198",,0
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,3/19/2021,USUM72102636,148,125.2,1612286123,"282,719","97,390,961",74,1019256266,10280320,1404274,502778982,4702037810,"2,889,452,237",348,"569,287",789,342,"2,587,713",90,"92,111,798","90,598",,"7,848,760",,1
Don't Start Now,Don't Start Now,Dua Lipa,10/31/2019,GBAHT1901121,149,124.6,2607121959,"270,230","143,953,432",78,1201600884,10239198,4725570,414013363,3535661993,"2,374,637,534",581,"999,941",954,632,"4,254,903",118,"313,923,242","99,949",,"13,421,701",,0
Lucid Dreams,Lucid Dreams,Juice WRLD,5/4/2018,USUG11800685,150,123.9,2548389305,"339,306","75,858,140",78,987143411,9384427,1900813,44442433,338071383,"274,498,079",153,"69,562",132,54,"442,640",36,"259,400,789","552,552","257,459,352","9,308,937",,1
PROVENZA,PROVENZA,KAROL G,4/22/2022,USUM72205906,151,123.8,1185929926,"103,026","64,847,502",76,1229843060,5870729,1300337,251445963,2829294043,"763,687,717",115,"130,158",688,75,"7,349,218",90,"92,136,339","29,371",,"3,397,861",,0
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,8/7/2020,USAT22005111,152,123.4,1325725696,"171,255","53,040,559",72,1329826741,15965491,8470921,1183499351,9539547626,"181,452,145",222,"91,249",306,94,"249,116",50,"184,950,173","397,731",,"4,618,794",,1
SPOT!,SPOT!,ZICO,4/26/2024,USA2P2421932,153,122.8,77757035,"3,407","35,428,519",81,100148771,2531168,99900,46645177,366905484,"24,981,456",27,"1,861",51,2,"151,901",20,"63,300",98,,"173,263",,0
Family Matters,Family Matters,Drake,5/3/2024,USUG12402984,154,122.7,72335127,"8,696","36,774,031",86,41492122,1034563,,,,"166,330,702",38,"1,488",,16,"1,504,365",60,"3,065,493","2,302","2,401,049","283,217",,1
Again,Missing,Kurochuu,6/9/2024,CA5KR2466577,155,122.5,136237285,2,"2,190",2,,,,,,,,,,,,,,,,,,0
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,USA2P2330093,156,122.4,1673557134,"54,950","91,343,768",80,397523735,10125293,341522,114990786,761760624,"1,800,517,153",86,"23,714",861,54,"5,286,388",56,"6,442,882","4,352",,"2,310,409",,1
Last Night,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300802,157,121.9,922010059,"107,189","61,174,155",79,141852059,567295,285414,61112010,811685466,"182,412,108",106,"18,364","1,846",7,"33,712",38,"307,115,852","200,650","13,022,144","2,665,347",,1
Too Sweet,Unreal Unearth: Unheard,Hozier,3/22/2024,IEACJ2300335,158,121.2,532012790,"22,396","130,752,527",85,13119247,218957,,,,,235,"6,952",,85,"25,307,005",108,,,"119,813","2,580,089",,0
Bad Habits,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100318,159,120.8,1754311538,"271,758","62,218,811",74,958790883,7686994,1036355,225139300,2658904267,"3,526,952,174",454,"1,347,725","1,035",352,"7,318,680",136,"269,834,154","88,143","17,144,484","15,886,717",,0
QLONA,MA��ANA SER�� BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305257,160,120.7,850810162,"56,104","79,334,561",82,258553384,1174349,1167300,58820722,717259721,"590,681,204",72,"39,951",4,57,"7,146,260",83,"32,210,732","12,492",,"1,537,093",,1
Leave The Door Open,Leave The Door Open,Bruno Mars,3/5/2021,USAT22100906,161,120.1,1312168384,"248,793","50,068,571",75,993324548,9537455,1503567,369280607,3350704343,"2,421,128,623",308,"557,867",309,120,"1,553,392",103,"149,304,590","91,366",,"10,288,388",,0
������������������,��������������� 3������ ���������������,���������������(���������������),1/5/2022,JPKI02118106,162,119.5,548408,130,"20,518",24,1356336,17701,18000000,334009036,7041708832,,1,,,,,,,,,"69,763",,0
good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,USUG12101245,163,117.8,2167768056,"309,421","72,787,213",79,773591065,11098007,1893481,1080682523,8186754429,"2,285,796,743",355,"4,835","1,283",98,"1,610,293",102,"119,030,447","170,032","19,263,268",,,1
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,USUM71900764,164,117.7,2516804300,"296,739","113,315,017",76,1779243626,26239833,3774645,177247662,1409756969,"2,066,888,119",432,"353,076","1,024",258,"3,123,258",174,"229,833,113","534,958",,"18,994,040",,0
