id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
70753,Single Bed In 8 Bed Dorm - Downtown @ ITH Hostels,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,57,1,456,2024-10-31,2.70,4,271,13,428539.0
71645,"Northslope Studio in Bernal Heights with a Zen, Leafy Patio",367464,Jeff,,Bernal Heights,37.74409,-122.40846,Entire home/apt,139,3,372,2024-12-03,3.49,1,71,67,STR-0004597
72444,Single Bed In 8 Bed Quiet Dorm @ ITH Hostels,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,45,1,577,2024-10-05,3.46,4,271,8,428539.0
77175,Private Studio with Kitchenette,395569,Tyler&Shoreh,,Glen Park,37.73711,-122.43525,Entire home/apt,120,3,411,2024-11-29,2.47,1,156,23,STR-0000227
78651,Heart of the Mission: Hot spot,142882,Jessica And Sebouh,,Mission,37.75585,-122.42081,Private room,85,30,92,2019-10-25,0.56,2,364,0,STR-0000875
80394,Hideaway in the Haight,126930,Abla,,Haight Ashbury,37.77015,-122.44256,Entire home/apt,,30,26,2022-05-29,0.20,1,0,0,STR-0003597
81158,Sweet 1 br Garden Apartment -  Lewhit Cottage,439589,Brent,,Western Addition,37.78408,-122.44436,Entire home/apt,83,30,36,2024-11-15,0.22,1,209,4,
83257,Charming Lower Pac Hts Private Room,453743,Kimberly,,Western Addition,37.78353,-122.44369,Private room,90,7,113,2024-01-18,0.69,1,346,1,STR-0000187
91957,Sunny SF Flat with 5*s,495796,Joy,,Haight Ashbury,37.76137,-122.44976,Entire home/apt,225,30,93,2019-01-01,0.58,1,365,0,City registration pending
96383,Prime Location Bright Private Room,216682,Jay,,Pacific Heights,37.79359,-122.42421,Private room,64,30,142,2023-06-17,0.86,9,90,0,
99094,Spacious Edwardian Flat SF Mission,522225,Marzio,,Mission,37.76945,-122.42456,Entire home/apt,280,3,23,2023-02-23,0.14,1,33,0,2024-005671STR
105497,Private Room in San Francisco!,547669,Jamie,,Outer Sunset,37.75868,-122.49778,Private room,,45,4,2019-08-16,0.05,4,0,0,
109883,San Francisco Serenity private/ lovely home,566147,Adam,,West of Twin Peaks,37.73374,-122.46264,Entire home/apt,130,2,509,2024-12-01,3.10,1,361,35,STR-0004737
110825,Charming Cottage with Bay View,568933,Michael,,Bayview,37.71664,-122.38981,Entire home/apt,120,30,9,2019-08-11,0.06,1,287,0,
114401,Room w/ a View in the Castro!,580606,George,,Castro/Upper Market,37.760567,-122.431068,Private room,115,1,758,2024-11-19,4.60,1,356,35,STR-0000045
115242,Telegraph Hill-Full Bay View.Updated 1br++.Parking,582450,Dawn,,North Beach,37.80599,-122.40943,Entire home/apt,140,30,21,2023-08-26,0.13,1,177,0,
121065,Victorian 1BR/1BA in Castro/Duboce,608445,Hassan,,Western Addition,37.77117,-122.43292,Entire home/apt,120,30,35,2017-07-09,0.23,2,306,0,
122829,"Ground level Studio Flat, City Center",615007,D,,South of Market,37.77341,-122.4208,Entire home/apt,,30,77,2024-09-28,0.47,1,31,4,
124011,Golden Gate Park/UCSF Family High-Tech Victorian,617985,Patrick,,Inner Sunset,37.76317,-122.47029,Entire home/apt,580,7,32,2024-06-10,0.26,1,281,4,STR-0001525
130775,Emergency happy room-sink  UCSF/USF-San Francisco,21994,Aaron,,Haight Ashbury,37.76555,-122.45213,Private room,,32,11,2019-08-17,0.07,19,365,0,
132441,"*SALE* Calm, Cool & Collected on Sunny Bernal Hill",650862,Kurt,,Bernal Heights,37.73987,-122.4234,Private room,86,1,203,2024-10-31,1.24,1,179,11,2024-009040STR
137129,San Francisco Luxury Rental,639671,Mark,,Inner Richmond,37.787330574056824,-122.46371415713021,Entire home/apt,,2,7,2024-09-21,0.12,1,0,5,2022-004098STR
138221,Lone Mountain Pied A Terre,674976,Phil,,Inner Richmond,37.77664,-122.45586,Entire home/apt,120,30,87,2024-08-01,0.53,2,93,3,
138592,Modern Architectural Gem - 4 Bdrm,648553,Julie & Brad,,Noe Valley,37.75635,-122.42864,Entire home/apt,1250,5,36,2024-12-01,0.22,1,222,2,Pending Application
144242,Lake Street Single Family Home,699215,Kate,,Presidio Heights,37.78681,-122.46074,Entire home/apt,,3,30,2024-08-04,0.18,1,0,3,2022-011317STR
144978,Prime Location - Small Basic Room,216682,Jay,,Pacific Heights,37.79233,-122.42431,Private room,49,30,123,2023-12-15,0.75,9,180,1,
147443,Best Views in all of San Francisco,709325,Mark,,Twin Peaks,37.74742,-122.44477,Entire home/apt,167,30,107,2023-05-31,0.65,4,248,0,
148627,Marina Studio w/ Private Entrance + Full Kitchen,709325,Mark,,Marina,37.79961,-122.42771,Entire home/apt,60,30,120,2024-05-31,0.76,4,334,3,
148769,Ground Floor Studio with Garage Parking,709325,Mark,,Twin Peaks,37.75181,-122.44777,Entire home/apt,70,30,97,2024-03-04,0.76,4,346,1,
150347,Cute Private 2Br Apt in the Mission with Parking!,172182,Brian & Leah,,Mission,37.75981,-122.4188,Entire home/apt,160,30,133,2024-09-08,0.82,2,205,1,
166771,DOWNEY STREET - Victorian Flat,794467,Patti,,Haight Ashbury,37.76973,-122.44695,Entire home/apt,150,30,174,2024-07-14,1.08,1,182,2,
175090,Financial Dist. Near Union Square/North Beach,127367,Michelle,,Financial District,37.79203,-122.40284,Entire home/apt,85,30,31,2024-11-04,0.19,4,294,3,
175102,Financial District: Rooftop deck.Near dining/shops,127367,Michelle,,Chinatown,37.79175,-122.4045,Entire home/apt,95,30,56,2024-08-11,0.35,4,239,1,
183859,"Family-Friendly Flat In San Francisco, CA. USA",882283,Stephen,,Glen Park,37.73604,-122.43777,Entire home/apt,229,3,361,2024-12-02,2.37,1,330,22,STR-0000017
193292,Nice Rooms With Private 1/2 Bath,937281,Lauren&Sarah,,Noe Valley,37.75117,-122.42567,Private room,120,30,63,2014-09-22,0.40,1,364,0,
199480,One room overlooking Precita Park,974441,Peter,,Bernal Heights,37.74554,-122.412,Private room,,2,208,2023-12-14,1.29,2,0,2,2023-006836STR
208714,Cozy fully furnished one bedroom apartment in SF,1027819,Ac,,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,175,30,78,2018-01-11,0.48,1,364,0,City registration pending
208831,Suite in Heart of North Beach.,1028577,Peter,,Russian Hill,37.80121,-122.41339,Entire home/apt,143,3,654,2024-11-04,4.07,1,67,46,STR-0000318
209514,Haight Ashbury Experience Room 2,1032643,Joshua Martin,,Haight Ashbury,37.77085,-122.44863,Private room,72,1,655,2024-11-11,4.06,5,361,27,STR-0001099
212783,Haight Ashbury Experience Room 1,1032643,Joshua Martin,,Haight Ashbury,37.77062,-122.44883,Private room,73,1,638,2024-11-18,3.96,5,349,30,STR-0001099
213532,Haight Ashbury Experience Room 4,1032643,Joshua Martin,,Haight Ashbury,37.77175,-122.45012,Private room,70,1,733,2024-11-03,4.55,5,359,36,STR-0001099
218006,ASHA BAY Little private Room,812808,Mukt,,Excelsior,37.72525,-122.43013,Private room,55,2,138,2024-10-27,0.86,1,3,4,STR-0003069
220418,Haight Ashbury Experience Room 3,1032643,Joshua Martin,,Haight Ashbury,37.77031,-122.44948,Private room,70,1,584,2024-11-15,3.63,5,353,19,STR-0001099
231129,Nob Hill Mini Mansion,1208533,Antonio,,Nob Hill,37.79278,-122.41007,Entire home/apt,909,3,75,2024-09-30,0.48,6,325,1,Str-0003058
231752,Mid-Century Garden Flat in Charming Upper Castro Victorian,691445,LeighAnna,,Castro/Upper Market,37.75751,-122.44016,Entire home/apt,250,180,85,2024-11-16,0.54,1,335,1,
232060,Garden Suite Near UCSF-Holiday Discount,1214006,Syl & Art,,Inner Sunset,37.75893,-122.4664,Entire home/apt,88,30,121,2024-10-29,0.77,1,365,5,
238204,Spacious Getaway Near the Ocean,1248132,"Jennifer, Maria , Andrew",,Parkside,37.74245616660865,-122.50423138281931,Entire home/apt,144,3,316,2024-11-11,1.98,1,221,18,STR-0000446
251792,3 BR Family-Friendly Private Home with Hottub,1320750,Nilesh,,Outer Sunset,37.75474,-122.48924,Entire home/apt,439,2,46,2024-11-28,0.29,1,235,22,2022-009176STR
256176,Private entrance bd/bath by GG Park,976125,Eva,,Inner Richmond,37.776084899902344,-122.45552062988281,Private room,100,2,494,2024-11-22,3.11,1,353,24,2023-004361STR
269463,Elegant Victorian Flat in Haight,1244308,Lawrence,,Golden Gate Park,37.7683,-122.45345,Entire home/apt,195,2,178,2024-11-17,1.12,1,312,3,STR-0000224
269756,Twin Peaks Home Available for 3+ Month Stays,1409731,Daniel,,Twin Peaks,37.75265,-122.45092,Private room,,90,6,2016-08-12,0.05,1,0,0,STR-0000585
271602,Luxury Condo Downtown/ SoMa,1421296,Richard,,South of Market,37.77907,-122.40503,Entire home/apt,115,30,123,2024-09-28,0.78,1,62,3,STR-0000846
271647,"Private Room w/ 2 Queen Beds, Steps to Ocean Beach",1421509,Matthew,,Outer Sunset,37.75334,-122.50794,Private room,,30,135,2021-02-14,0.91,2,0,0,
273530,"Sunny Potrero Townhouse ""Nest""",99128,Cathryn,,Potrero Hill,37.75533,-122.39927,Entire home/apt,,4,35,2022-07-21,0.26,2,0,0,STR-0000036
274334,Clean Suite with private bath near Ocean Beach,1434669,Ashli,,Outer Sunset,37.7517,-122.5051,Private room,87,3,197,2024-09-17,1.25,1,143,31,STR-0003516
279184,Stay in a historic apt in the heart of the Mission,1456262,Justin,,Mission,37.75059,-122.41415,Entire home/apt,,4,13,2019-07-03,0.08,2,0,0,STR-0002616
284117,"Cozy, Charming Cottage nestled in a Quiet Garden",1479905,Samantha,,Noe Valley,37.7427,-122.42951,Entire home/apt,94,30,221,2024-10-15,1.42,2,118,1,STR-0002962
308885,North Beach Best Location and View,1588855,Arbe,,Financial District,37.79739,-122.4052,Entire home/apt,123,30,113,2024-08-11,0.76,2,363,1,
314248,Pacific Heights 3 bedroom home with garage,1614566,Sarah,,Pacific Heights,37.78946,-122.43538,Entire home/apt,425,7,75,2024-11-10,0.56,1,293,8,STR-0000133
314368,2BR North Beach - Perfect for Business or Leisure,1229762,Jason,,North Beach,37.80333,-122.40962,Entire home/apt,585,2,101,2024-11-30,1.27,2,149,8,STR-0003012
325478,Spacious & artsy 2br Dolores Park flat,1579337,Markus,,Mission,37.76122,-122.42319,Entire home/apt,385,4,182,2024-12-01,1.17,1,22,13,2024-007525STR
326650,Lovely beautiful Apt Pac Fillmore,1670339,Michele,,Western Addition,37.78539,-122.43202,Entire home/apt,189,30,32,2015-08-07,0.21,2,365,0,
329020,The Clock Tower Loft circa 1907.,326840,Jorge,,South of Market,37.78311,-122.39434,Entire home/apt,,30,5,2016-09-30,0.03,1,0,0,
330535,Victorian Flat amongst the Trees.,625762,Ryan And Lindsea,,Haight Ashbury,37.76699,-122.44643,Entire home/apt,150,30,119,2023-11-01,0.77,2,86,0,
338849,Best area Bright LARGE Beautiful,1670339,Michele,,Western Addition,37.78599,-122.43232,Private room,188,30,3,2014-10-16,0.02,2,365,0,
348714,Elegant Queen Ann Victorian Studio,78610,George,,Haight Ashbury,37.77347,-122.44364,Entire home/apt,175,3,460,2024-11-24,2.99,1,308,32,STR-0000173
350479,"Sunny, garden view bedroom",1776403,Natallia,,Mission,37.7575,-122.4097,Private room,79,5,63,2024-10-04,0.42,5,265,3,STR-0000166
353292,"Mid-Century Modern Flat, Central Locale",1789683,Tim,,Western Addition,37.77079,-122.42925,Private room,80,30,26,2024-06-29,0.17,1,363,3,STR-0003832
371595,"Private Garden Room- Near UCSF, Sutter Heath & DT",165574,Jonathan,,Presidio Heights,37.78146,-122.45619,Entire home/apt,75,30,254,2024-02-15,1.64,2,162,1,STR-0000138
377569,Cozy room in the Mission,1897399,Alessandra,,Mission,37.75019,-122.4093,Private room,40,30,121,2024-04-19,0.79,1,156,1,STR-0003301
379349,Best location in San Francisco,1901233,Miriam,,Haight Ashbury,37.76646,-122.44425,Entire home/apt,136,3,453,2024-10-13,2.98,1,348,26,STR-0000963
394575,Grand and Cozy 1920's SF Studio,1190192,Mike & Nic,,Bernal Heights,37.74131,-122.41179,Entire home/apt,130,2,570,2024-11-28,3.71,1,285,35,STR-0000920
410762,private room in large appartment,1964252,Inna,,Inner Richmond,37.77843,-122.46988,Private room,,30,3,2017-04-28,0.03,1,0,0,
413663,Luxury PanoView NoeValley Penthouse,1371146,Alex,,Noe Valley,37.7488,-122.44064,Entire home/apt,300,30,72,2017-02-27,0.48,1,364,0,
415498,Prime Location - Studio Apartment,216682,Jay,,Pacific Heights,37.79249,-122.4256,Entire home/apt,82,30,33,2024-10-11,0.21,9,90,3,
423300,"Wild Garden unit  (coders' paradise, 1000 sq .ft.)",1776403,Natallia,,Mission,37.75686,-122.41019,Entire home/apt,85,30,37,2024-08-10,0.25,5,94,3,STR-0000166
424846,San Francisco Pied-à-terre,2112291,Martha,,Inner Richmond,37.78226,-122.47628,Private room,196,2,254,2024-10-27,2.04,1,328,3,STR-0001079
431862,Penthouse Studio w BBQ and Rooftop Deck!,1257432,San Francisco Life,,Downtown/Civic Center,37.78130409758853,-122.42065396188924,Entire home/apt,115,30,20,2024-05-25,0.15,29,313,1,
437385,"Tranquil Queen Suite/Private Bath, Coastal Access",2172763,Melanie,,Outer Richmond,37.77901881174357,-122.50375716429163,Private room,95,2,324,2024-11-17,2.12,1,268,12,STR-0000204
438940,Classic Room in the Heart of The Castro,1841207,Craig,,Castro/Upper Market,37.758919,-122.434776,Private room,78,2,174,2024-11-16,1.14,1,129,31,STR-0001810
442349,Right in the middle living,2198022,Judith,,Western Addition,37.77528,-122.42706,Entire home/apt,,30,18,2020-10-01,0.12,1,0,0,City registration pending
442397,OceanBeach 2bdrm2Bath FreeParking!,2198311,Marianne,,Outer Sunset,37.7587,-122.5088,Entire home/apt,300,4,160,2024-11-18,1.05,1,121,6,STR-0002072
444675,"SF Hills Lux 3-Bed. Bay Views, Yard, Deck, Parking",2206832,Athena,,Glen Park,37.74088,-122.43251,Entire home/apt,173,30,13,2024-01-07,0.09,2,117,1,
455783,Queen Size Bed in Private Room with Loft at Beach,1421509,Matthew,,Outer Sunset,37.7541,-122.50854,Private room,,30,99,2021-02-08,0.86,2,0,0,
465723,Charming suite in West Portal area,305557,Sheila,,Parkside,37.7398,-122.47326,Entire home/apt,160,30,452,2022-04-16,2.97,1,365,0,STR-0000132
467507,Gorgeous Bernal Heights Studio Apartment,2320888,Jennifer,,Bernal Heights,37.74797,-122.41111,Entire home/apt,161,3,411,2024-12-02,2.69,1,329,43,STR-0005349
468490,Penthouse Panoramic View Home with Decks,285168,Bill,,Russian Hill,37.80219,-122.41553,Entire home/apt,299,2,95,2024-09-27,0.71,1,254,16,STR-0000265
474107,Two cozy rooms in an SF Edwardian home!,2318089,Inés,,Excelsior,37.72291,-122.42886,Private room,90,2,158,2024-10-25,1.76,1,168,9,STR-0007772
487019,Stunning Bright 3 br/2ba in Potrero Hill,2410550,Cecile,,Potrero Hill,37.755123138427734,-122.3990478515625,Entire home/apt,269,5,38,2024-07-14,0.25,2,214,2,STR-0001599
487499,Mission District - Perfect Location,1682183,Daniel,,Mission,37.75884,-122.42232,Entire home/apt,125,30,203,2024-11-12,1.34,1,202,7,
490931,"Mission's ""La Lengua""",1269188,Maureen,,Bernal Heights,37.74766,-122.42041,Private room,100,59,79,2022-11-26,0.61,1,362,0,
491867,Central San Francisco Urban Dream,969518,Sona,,Western Addition,37.77196,-122.43477,Entire home/apt,,2,73,2024-09-02,0.49,1,0,7,2023-009889STR
494111,Comfortable space of your own in SF,252927,Vivian,,Outer Richmond,37.77955,-122.48474,Entire home/apt,120,3,257,2024-10-25,1.71,2,341,17,2024-000548STR
504146,★ Iconic Marina Waterfront ★ Walk/Bike Score 94+,2486135,Laura,,Marina,37.80538,-122.43697,Entire home/apt,360,3,123,2024-10-10,0.83,1,24,8,STR-0000323
505530,Come stay in Bernal Heights! Free cleaning,698337,Emily,,Bernal Heights,37.74278,-122.40719,Entire home/apt,252,30,16,2024-05-25,0.11,2,179,1,City registration pending
519796,Lrg Sunny Flat/1 Blk fr Lombard St,2019559,Suzette,,Russian Hill,37.801,-122.42436,Entire home/apt,120,31,80,2023-12-15,0.53,1,146,1,1025574
522273,Amazing Private Room w/View in Beautiful SF Flat,2568946,Kymberli,,Bayview,37.73852,-122.39215,Private room,62,30,11,2019-08-16,0.12,1,87,0,
530857,"Sunny, quiet private room",2607120,Gregory,,Excelsior,37.71727,-122.43644,Private room,86,21,48,2024-09-26,0.60,2,114,3,2024-007537STR
531151,Sunny 4-Bedroom Family Home Central SF Location,2608908,Jennifer,,Bernal Heights,37.73607,-122.41587,Entire home/apt,,4,28,2024-11-30,0.22,1,0,2,2023-010271STR
533627,Potrero Paradise with Stunning Views and Hot Tub,2544752,Frances,,Potrero Hill,37.7608,-122.40379,Entire home/apt,,30,36,2023-07-29,0.24,1,0,0,STR-0000040
537133,Lovely unit with a patio and deck. Lap dog <15lbs,127367,Michelle,,Castro/Upper Market,37.75714,-122.43419,Entire home/apt,94,30,9,2023-11-18,0.06,4,297,0,
545685,"Garden Suite by Golden Gate Park, Private Bathrm",2676602,Su,,Outer Richmond,37.77502,-122.48035,Entire home/apt,63,2,1164,2024-12-01,7.69,2,112,92,STR-0004160
555596,Charming Noe Valley Garden Oasis,1772044,Judy,,Noe Valley,37.74391,-122.43524,Entire home/apt,112,4,225,2024-11-18,1.50,1,63,44,2022-010573STR
561148,"Great Family Home, Quiet Street, Close to GG Park",2758480,Steve,,Inner Richmond,37.77865,-122.45655,Entire home/apt,,3,44,2024-07-10,0.29,1,0,2,City Registration Pending
561602,"Great view in the Mission, 15 mins by bus downtown",2760904,Matthew,,Bernal Heights,37.74403,-122.41755,Private room,86,4,303,2024-12-01,2.01,1,145,33,STR-0001006
568161,Comfortable Room in Glen Park (SF),2795397,Beth,,Outer Mission,37.73218,-122.43726,Private room,75,2,431,2024-11-16,2.89,1,12,11,City Registration Pending
571042,SF Amazing Views Award-Winning Design,1550529,Shannon,,Castro/Upper Market,37.76741,-122.43978,Entire home/apt,448,30,13,2021-09-01,0.09,1,347,0,STR-0001512
571142,Top Rated San Francisco Airbnb! Sunny & Good Vibes,2072534,Adam,,Inner Sunset,37.76604,-122.45509,Entire home/apt,199,30,49,2024-01-15,0.33,2,183,1,
578097,2-Bed 2-Bath Lower Haight Apt with Deck!,560790,Karen,,Western Addition,37.77082,-122.43052,Entire home/apt,300,30,17,2024-07-15,0.11,1,14,1,STR-0006877
585326,"Cozy Suite by Golden Gate Park, Private Bathrm",2676602,Su,,Outer Richmond,37.77486,-122.48065,Entire home/apt,62,1,1105,2024-12-02,7.32,2,119,106,STR-0004160
587375,"Heart of Mission-Modern/Bright/Unique Street, 2bd",2896645,Cameron,,Mission,37.76008,-122.42271,Entire home/apt,400,3,100,2024-09-20,0.66,1,112,9,2023-003541STR
589676,Light garden facing room with Private Bath,335127,Irene,,Noe Valley,37.75021,-122.42573,Private room,120,2,239,2020-03-12,2.20,2,76,0,STR-0006782
589767,Beautiful Nob Hill Apartment with Perfect Location,1692184,Joe & Katrina,,Russian Hill,37.79747,-122.41055,Entire home/apt,275,7,37,2024-09-28,0.26,3,341,3,2022-004625STR
592883,Quiet bedroom with private bathroom,1776403,Natallia,,Mission,37.75594,-122.41105,Private room,75,5,90,2024-10-23,0.64,5,180,9,STR-0000166
593253,Lower Haight Victorian room,2929255,Trevor,,Western Addition,37.7699,-122.42917,Private room,95,5,422,2024-10-30,2.80,1,339,15,STR-0000163
596042,Prime Location - Single Airy Room,216682,Jay,,Pacific Heights,37.79361,-122.42469,Private room,50,30,102,2023-08-26,0.68,9,90,0,
602535,Charming Victorian in Vibrant Noe Valley,2981490,Sabra,,Noe Valley,37.74290825933617,-122.42825024439,Entire home/apt,521,2,34,2024-11-11,0.23,1,76,14,STR-0005920
604221,Sun filled 2BR WFH Haven (800Mbps w backup modem),2991110,Jerry,,Downtown/Civic Center,37.78364,-122.41695,Entire home/apt,80,55,26,2024-10-04,0.17,2,148,1,
607500,Newly Renovated - San Francisco in Style,1805856,Adam N Alex,,Haight Ashbury,37.76811,-122.45092,Entire home/apt,984,4,73,2024-10-07,0.49,1,348,5,STR-0006059
626349,Sunny Modern Luxury Condo!,2528117,Sean,,South of Market,37.78097,-122.40628,Entire home/apt,98,30,57,2024-09-20,0.38,1,44,2,
632303,"Cozy Stylish Apt in SF Hills. Trails, Bay Views",2206832,Athena,,Glen Park,37.73973,-122.43285,Entire home/apt,135,30,27,2024-04-30,0.19,2,101,3,
642672,Gorgeous 1BR - heart of Noe Valley,611216,Yasaman,,Bernal Heights,37.74458,-122.42318,Entire home/apt,99,30,5,2012-11-26,0.03,1,133,0,
646275,San Francisco Living Like A Local,1094388,Lynnore,,Bernal Heights,37.74625,-122.41607,Entire home/apt,178,4,134,2024-08-29,0.90,1,211,2,2023-005026STR
647360,"Stylish, Comfortable Apartment Close to Twin Peaks",3245648,Jef Peter,,Lakeshore,37.73126,-122.47869,Entire home/apt,271,2,521,2024-11-30,3.50,1,332,35,STR-0000044
648086,Private room and Private bath.,3250518,Ponge,,Bernal Heights,37.74189,-122.41902,Private room,79,3,371,2024-10-23,2.50,1,130,22,STR-0001829
654279,Quiet Room in Our Friendly Home,3289160,Tim & Chris,,Bayview,37.74444,-122.40408,Private room,100,3,381,2024-11-01,2.55,1,236,21,2024-003498STR
663623,Grand victorian flat in mission SF,119920,Gwen,,Mission,37.75751,-122.40886,Entire home/apt,240,7,54,2024-10-09,0.43,1,358,7,STR-0001506
664307,Private Room: Escape to the Mission,3355966,Geoff,,Mission,37.75292,-122.4186,Private room,72,2,518,2024-11-18,3.47,2,350,26,STR-0005178
664315,Home in the Heart of the Mission,3355966,Geoff,,Mission,37.75502,-122.41889,Entire home/apt,,7,6,2019-01-03,0.04,2,0,0,City Registration Pending
671513,Sunny San Francisco Spot near Golden Gate Park!,2072534,Adam,,Inner Sunset,37.76618,-122.45311,Entire home/apt,169,30,9,2024-03-30,0.06,2,93,1,
678556,Cheerful Private Garden Studio,3453060,Lorraine,,Haight Ashbury,37.77426,-122.45376,Entire home/apt,165,4,521,2024-12-01,3.50,1,113,36,STR-0000027
690872,Pacific Hts Designer Home,1142106,Pat,,Pacific Heights,37.79156,-122.44492,Entire home/apt,240,30,0,,,1,253,0,
691023,Modern and Serene House on Dolores Park,3531780,Mickey,,Castro/Upper Market,37.75757,-122.42693,Entire home/apt,,3,55,2023-12-26,0.37,1,0,1,STR-0004590
699723,2BR Penthouse with 4 sunny decks,469757,Reid,,Potrero Hill,37.76497,-122.39798,Entire home/apt,433,4,93,2024-07-13,0.66,1,243,5,City registration pending
715543,Marie's sunny spacious Mission loft,3676663,Catherine Marie,,Mission,37.76343,-122.41291,Entire home/apt,,30,3,2014-03-23,0.02,2,0,0,
719431,Safe area. Metro 12 mins to d'town. Park/EV charge,783438,Phil,,West of Twin Peaks,37.73993,-122.4686,Entire home/apt,59,2,542,2024-11-21,3.67,2,122,63,STR-0000053
720811,Private Apartment w/garden access in the Richmond,93873,Ron & Cherie,,Inner Richmond,37.77739,-122.46161,Entire home/apt,179,3,328,2024-11-17,2.22,1,142,28,STR-0005426
727866,SF Ocean Beach In-law Studio,1743076,Kevin & Esther,,Parkside,37.74439181142324,-122.50586099104423,Entire home/apt,162,1,683,2024-11-22,4.62,1,159,60,STR-0000207
727969,Spacious 1 Bedroom with Garden in Sunny Noe,3729230,Grace,,Noe Valley,37.75423,-122.43426,Entire home/apt,159,30,270,2024-09-29,1.83,2,365,1,STR-0000791
